Year,Année,ISO,Jurisdiction,Juridiction,Cause,Origine,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
1990,1990,AB,Alberta,Alberta,Human activity,Activités humaines,2385.39999999998,a,2385.39999999998,a
1990,1990,AB,Alberta,Alberta,Lightning,Foudre,30890.6999999996,a,30890.6999999996,a
1990,1990,AB,Alberta,Alberta,Unspecified,Indéterminée,808.8,a,808.8,a
1991,1991,AB,Alberta,Alberta,Human activity,Activités humaines,2260.49999999999,a,2260.49999999999,a
1991,1991,AB,Alberta,Alberta,Lightning,Foudre,3769.29999999999,a,3769.29999999999,a
1991,1991,AB,Alberta,Alberta,Unspecified,Indéterminée,135,a,135,a
1992,1992,AB,Alberta,Alberta,Human activity,Activités humaines,2002.19999999999,a,2002.19999999999,a
1992,1992,AB,Alberta,Alberta,Lightning,Foudre,1075.2,a,1075.2,a
1992,1992,AB,Alberta,Alberta,Unspecified,Indéterminée,470.6,a,470.6,a
1993,1993,AB,Alberta,Alberta,Human activity,Activités humaines,1138.61,a,1138.61,a
1993,1993,AB,Alberta,Alberta,Lightning,Foudre,24892.6999999998,a,24892.6999999998,a
1993,1993,AB,Alberta,Alberta,Unspecified,Indéterminée,29.1,a,29.1,a
1994,1994,AB,Alberta,Alberta,Human activity,Activités humaines,2484.8,a,2484.8,a
1994,1994,AB,Alberta,Alberta,Lightning,Foudre,27057.6799999997,a,27057.6799999997,a
1994,1994,AB,Alberta,Alberta,Unspecified,Indéterminée,39.75,a,39.75,a
1995,1995,AB,Alberta,Alberta,Human activity,Activités humaines,7886.62000000003,a,7886.62000000003,a
1995,1995,AB,Alberta,Alberta,Lightning,Foudre,327019.99,a,327019.99,a
1995,1995,AB,Alberta,Alberta,Unspecified,Indéterminée,3042.95,a,3042.95,a
1996,1996,AB,Alberta,Alberta,Human activity,Activités humaines,655.24,a,655.24,a
1996,1996,AB,Alberta,Alberta,Lightning,Foudre,1281.76,a,1281.76,a
1996,1996,AB,Alberta,Alberta,Unspecified,Indéterminée,24.39,a,24.39,a
1997,1997,AB,Alberta,Alberta,Human activity,Activités humaines,4383.07,a,4383.07,a
1997,1997,AB,Alberta,Alberta,Lightning,Foudre,322.27,a,322.27,a
1997,1997,AB,Alberta,Alberta,Unspecified,Indéterminée,19.61,a,19.61,a
1998,1998,AB,Alberta,Alberta,Human activity,Activités humaines,74976.8800000001,a,74976.8800000001,a
1998,1998,AB,Alberta,Alberta,Lightning,Foudre,651766.169999997,a,651766.169999997,a
1998,1998,AB,Alberta,Alberta,Unspecified,Indéterminée,225.02,a,225.02,a
1999,1999,AB,Alberta,Alberta,Human activity,Activités humaines,3722.86000000001,a,3722.86000000001,a
1999,1999,AB,Alberta,Alberta,Human activity,Activités humaines,0,a,0,a
1999,1999,AB,Alberta,Alberta,Lightning,Foudre,116724.7,a,116724.7,a
1999,1999,AB,Alberta,Alberta,Unspecified,Indéterminée,57.21,a,57.21,a
2000,2000,AB,Alberta,Alberta,Human activity,Activités humaines,4759.14000000001,a,4759.14000000001,a
2000,2000,AB,Alberta,Alberta,Lightning,Foudre,9958.00000000004,a,9958.00000000004,a
2000,2000,AB,Alberta,Alberta,Unspecified,Indéterminée,18.76,a,18.76,a
2001,2001,AB,Alberta,Alberta,Human activity,Activités humaines,137095.04,a,137095.04,a
2001,2001,AB,Alberta,Alberta,Lightning,Foudre,16932.3,a,16932.3,a
2001,2001,AB,Alberta,Alberta,Unspecified,Indéterminée,76.39,a,76.39,a
2002,2002,AB,Alberta,Alberta,Human activity,Activités humaines,247826.190000002,a,247826.190000002,a
2002,2002,AB,Alberta,Alberta,Human activity,Activités humaines,7,a,7,a
2002,2002,AB,Alberta,Alberta,Lightning,Foudre,248579.430000003,a,248579.430000003,a
2002,2002,AB,Alberta,Alberta,Unspecified,Indéterminée,6.59,a,6.59,a
2003,2003,AB,Alberta,Alberta,Human activity,Activités humaines,3575.9,a,3575.9,a
2003,2003,AB,Alberta,Alberta,Lightning,Foudre,51372.7100000002,a,51372.7100000002,a
2003,2003,AB,Alberta,Alberta,Unspecified,Indéterminée,19958.31,a,19958.31,a
2004,2004,AB,Alberta,Alberta,Human activity,Activités humaines,4207.78000000009,a,4207.78000000009,a
2004,2004,AB,Alberta,Alberta,Human activity,Activités humaines,0.2,a,0.2,a
2004,2004,AB,Alberta,Alberta,Lightning,Foudre,231905.130000002,a,231905.130000002,a
2004,2004,AB,Alberta,Alberta,Reburn,Rebrûlage,41.01,a,41.01,a
2004,2004,AB,Alberta,Alberta,Unspecified,Indéterminée,9.26,a,9.26,a
2005,2005,AB,Alberta,Alberta,Human activity,Activités humaines,12036.3400000002,a,12036.3400000002,a
2005,2005,AB,Alberta,Alberta,Human activity,Activités humaines,3.91,a,3.91,a
2005,2005,AB,Alberta,Alberta,Lightning,Foudre,48640.2800000002,a,48640.2800000002,a
2005,2005,AB,Alberta,Alberta,Reburn,Rebrûlage,0.12,a,0.12,a
2005,2005,AB,Alberta,Alberta,Unspecified,Indéterminée,45.49,a,45.49,a
2006,2006,AB,Alberta,Alberta,Human activity,Activités humaines,21166.1199999995,a,21166.1199999995,a
2006,2006,AB,Alberta,Alberta,Human activity,Activités humaines,1.79,a,1.79,a
2006,2006,AB,Alberta,Alberta,Lightning,Foudre,97576.9199999988,a,97576.9199999988,a
2006,2006,AB,Alberta,Alberta,Reburn,Rebrûlage,33.26,a,33.26,a
2006,2006,AB,Alberta,Alberta,Unspecified,Indéterminée,23.66,a,23.66,a
2007,2007,AB,Alberta,Alberta,Human activity,Activités humaines,857.969999999995,a,857.969999999995,a
2007,2007,AB,Alberta,Alberta,Lightning,Foudre,102757.679999999,a,102757.679999999,a
2007,2007,AB,Alberta,Alberta,Reburn,Rebrûlage,1.2,a,1.2,a
2007,2007,AB,Alberta,Alberta,Unspecified,Indéterminée,2.15,a,2.15,a
2008,2008,AB,Alberta,Alberta,Human activity,Activités humaines,2163.68000000005,a,2163.68000000005,a
2008,2008,AB,Alberta,Alberta,Human activity,Activités humaines,42.11,a,42.11,a
2008,2008,AB,Alberta,Alberta,Lightning,Foudre,18522.7699999996,a,18522.7699999996,a
2008,2008,AB,Alberta,Alberta,Reburn,Rebrûlage,8.42,a,8.42,a
2008,2008,AB,Alberta,Alberta,Unspecified,Indéterminée,51.85,a,51.85,a
2009,2009,AB,Alberta,Alberta,Human activity,Activités humaines,2885.58000000006,a,2885.58000000006,a
2009,2009,AB,Alberta,Alberta,Human activity,Activités humaines,735.87,a,735.87,a
2009,2009,AB,Alberta,Alberta,Lightning,Foudre,63251.5000000001,a,63251.5000000001,a
2009,2009,AB,Alberta,Alberta,Reburn,Rebrûlage,5.97,a,5.97,a
2009,2009,AB,Alberta,Alberta,Unspecified,Indéterminée,23.92,a,23.92,a
2010,2010,AB,Alberta,Alberta,Human activity,Activités humaines,2268.74000000008,a,2268.74000000008,a
2010,2010,AB,Alberta,Alberta,Human activity,Activités humaines,1.5,a,1.5,a
2010,2010,AB,Alberta,Alberta,Lightning,Foudre,78830.8400000002,a,78830.8400000002,a
2010,2010,AB,Alberta,Alberta,Reburn,Rebrûlage,138.82,a,138.82,a
2010,2010,AB,Alberta,Alberta,Unspecified,Indéterminée,83.14,a,83.14,a
2011,2011,AB,Alberta,Alberta,Human activity,Activités humaines,128203.329999998,a,128203.329999998,a
2011,2011,AB,Alberta,Alberta,Human activity,Activités humaines,0.6,a,0.6,a
2011,2011,AB,Alberta,Alberta,Lightning,Foudre,74245.9499999998,a,74245.9499999998,a
2011,2011,AB,Alberta,Alberta,Reburn,Rebrûlage,0.16,a,0.16,a
2011,2011,AB,Alberta,Alberta,Unspecified,Indéterminée,603438.14,a,603438.14,a
2012,2012,AB,Alberta,Alberta,Human activity,Activités humaines,7553.00000000012,a,7553.00000000012,a
2012,2012,AB,Alberta,Alberta,Lightning,Foudre,377851.120000001,a,377851.120000001,a
2012,2012,AB,Alberta,Alberta,Unspecified,Indéterminée,414.3,a,414.3,a
2013,2013,AB,Alberta,Alberta,Human activity,Activités humaines,2101.00000000006,a,2101.00000000006,a
2013,2013,AB,Alberta,Alberta,Lightning,Foudre,17372.6399999999,a,17372.6399999999,a
2013,2013,AB,Alberta,Alberta,Unspecified,Indéterminée,105.2,a,105.2,a
2014,2014,AB,Alberta,Alberta,Human activity,Activités humaines,1203.50999999999,a,1203.50999999999,a
2014,2014,AB,Alberta,Alberta,Lightning,Foudre,22470.08,a,22470.08,a
2014,2014,AB,Alberta,Alberta,Unspecified,Indéterminée,19.12,a,19.12,a
2015,2015,AB,Alberta,Alberta,Human activity,Activités humaines,38610.5500000007,a,38610.5500000007,a
2015,2015,AB,Alberta,Alberta,Lightning,Foudre,427638.870000001,a,427638.870000001,a
2015,2015,AB,Alberta,Alberta,Unspecified,Indéterminée,67.88,a,67.88,a
2016,2016,AB,Alberta,Alberta,Human activity,Activités humaines,1133.99999999999,a,1133.99999999999,a
2016,2016,AB,Alberta,Alberta,Lightning,Foudre,20015.0499999999,a,20015.0499999999,a
2016,2016,AB,Alberta,Alberta,Unspecified,Indéterminée,485907.99,a,485907.99,a
2017,2017,AB,Alberta,Alberta,Human activity,Activités humaines,6832.6900000001,a,6832.6900000001,a
2017,2017,AB,Alberta,Alberta,Lightning,Foudre,42316.3,a,42316.3,a
2017,2017,AB,Alberta,Alberta,Unspecified,Indéterminée,84.32,a,84.32,a
2018,2018,AB,Alberta,Alberta,Human activity,Activités humaines,1887.79999999999,a,1887.79999999999,a
2018,2018,AB,Alberta,Alberta,Lightning,Foudre,57901.8100000001,a,57901.8100000001,a
2018,2018,AB,Alberta,Alberta,Unspecified,Indéterminée,395.61,a,395.61,a
2019,2019,AB,Alberta,Alberta,Human activity,Activités humaines,3025.94000000004,a,3025.94000000004,a
2019,2019,AB,Alberta,Alberta,Lightning,Foudre,127692.59,a,127692.59,a
2019,2019,AB,Alberta,Alberta,Unspecified,Indéterminée,0.1,a,0.1,a
2019,2019,AB,Alberta,Alberta,Unspecified,Indéterminée,755224.61,a,755224.61,a
1990,1990,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,40278.2999999995,a,40278.2999999995,a
1990,1990,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,35503.4999999994,a,35503.4999999994,a
1991,1991,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,10923.6000000002,a,10923.6000000002,a
1991,1991,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,13785.2000000001,a,13785.2000000001,a
1992,1992,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,15559.9000000003,a,15559.9000000003,a
1992,1992,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,14892.9000000004,a,14892.9000000004,a
1993,1993,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,3400.19999999997,a,3400.19999999997,a
1993,1993,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1783.19999999998,a,1783.19999999998,a
1994,1994,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,12017.1000000001,a,12017.1000000001,a
1994,1994,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,17738.2000000004,a,17738.2000000004,a
1995,1995,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,19714.3999999997,a,19714.3999999997,a
1995,1995,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,28365.5999999998,a,28365.5999999998,a
1996,1996,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,6579.80000000006,a,6579.80000000006,a
1996,1996,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,14089.3000000001,a,14089.3000000001,a
1997,1997,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,2635.39999999999,a,2635.39999999999,a
1997,1997,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,332.399999999999,a,332.399999999999,a
1998,1998,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,6552.15600000002,a,6552.15600000002,a
1998,1998,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,70015.1879999995,a,70015.1879999995,a
1999,1999,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,4834.00000000001,a,4834.00000000001,a
1999,1999,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,6721.41000000007,a,6721.41000000007,a
2000,2000,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,11361.7540000001,a,11361.7540000001,a
2000,2000,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,6190.25800000009,a,6190.25800000009,a
2001,2001,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,4843.56900000002,a,4843.56900000002,a
2001,2001,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,4983.38000000002,a,4983.38000000002,a
2002,2002,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,4353.76300000001,a,4353.76300000001,a
2002,2002,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,4216.79700000002,a,4216.79700000002,a
2003,2003,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,81744.6830000001,a,81744.6830000001,a
2003,2003,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,183168.879,a,183168.879,a
2004,2004,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,2175.187,a,2175.187,a
2004,2004,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,218112.289999997,a,218112.289999997,a
2005,2005,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,7844.70500000001,a,7844.70500000001,a
2005,2005,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,27097.3609999998,a,27097.3609999998,a
2006,2006,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,9454.72300000004,a,9454.72300000004,a
2006,2006,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,129696.069000004,a,129696.069000004,a
2007,2007,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,12242.438,a,12242.438,a
2007,2007,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,17243.066,a,17243.066,a
2008,2008,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,8649.03400000003,a,8649.03400000003,a
2008,2008,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,4661.25400000002,a,4661.25400000002,a
2008,2008,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,37,a,37,a
2009,2009,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,26716.4719999999,a,26716.4719999999,a
2009,2009,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,220626.996,a,220626.996,a
2010,2010,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,10435.463,a,10435.463,a
2010,2010,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,326731.735000005,a,326731.735000005,a
2011,2011,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,1183.169,a,1183.169,a
2011,2011,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,11379.716,a,11379.716,a
2012,2012,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,5606.89200000001,a,5606.89200000001,a
2012,2012,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,96509.7650000026,a,96509.7650000026,a
2013,2013,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,4954.33600000001,a,4954.33600000001,a
2013,2013,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,13348.7630000001,a,13348.7630000001,a
2014,2014,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,8085.20400000002,a,8085.20400000002,a
2014,2014,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,360840.982000005,a,360840.982000005,a
2015,2015,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,57126.9949999997,a,57126.9949999997,a
2015,2015,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,223737.265999998,a,223737.265999998,a
2016,2016,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,93320.6480000014,a,93320.6480000014,a
2016,2016,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,7056.98300000003,a,7056.98300000003,a
2017,2017,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,225057.872999999,a,225057.872999999,a
2017,2017,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,991081.006999999,a,991081.006999999,a
2017,2017,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,0.328,a,0.328,a
2018,2018,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,121607.451000001,a,121607.451000001,a
2018,2018,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1229431.19499999,a,1229431.19499999,a
2018,2018,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,2963.333,a,2963.333,a
2019,2019,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,4665.837,a,4665.837,a
2019,2019,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,15584.59,a,15584.59,a
2019,2019,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,1256.097,a,1256.097,a
2020,2020,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,86.538,a,86.538,a
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,1.018,a,1.018,a
1990,1990,MB,Manitoba,Manitoba,Human activity,Activités humaines,5719,a,5719,a
1990,1990,MB,Manitoba,Manitoba,Lightning,Foudre,10426,a,10426,a
1991,1991,MB,Manitoba,Manitoba,Human activity,Activités humaines,20668.1,a,20668.1,a
1991,1991,MB,Manitoba,Manitoba,Lightning,Foudre,130317.6,a,130317.6,a
1992,1992,MB,Manitoba,Manitoba,Human activity,Activités humaines,90957.6000000001,a,90957.6000000001,a
1992,1992,MB,Manitoba,Manitoba,Lightning,Foudre,342816.2,a,342816.2,a
1993,1993,MB,Manitoba,Manitoba,Human activity,Activités humaines,5117.4,a,5117.4,a
1993,1993,MB,Manitoba,Manitoba,Lightning,Foudre,62156.9999999999,a,62156.9999999999,a
1994,1994,MB,Manitoba,Manitoba,Human activity,Activités humaines,471729.6,a,471729.6,a
1994,1994,MB,Manitoba,Manitoba,Lightning,Foudre,957056.099999997,a,957056.099999997,a
1995,1995,MB,Manitoba,Manitoba,Human activity,Activités humaines,7366.50000000001,a,7366.50000000001,a
1995,1995,MB,Manitoba,Manitoba,Lightning,Foudre,881870.599999998,a,881870.599999998,a
1995,1995,MB,Manitoba,Manitoba,Unspecified,Indéterminée,0.1,a,0.1,a
1996,1996,MB,Manitoba,Manitoba,Human activity,Activités humaines,2882.7,a,2882.7,a
1996,1996,MB,Manitoba,Manitoba,Lightning,Foudre,122443.7,a,122443.7,a
1997,1997,MB,Manitoba,Manitoba,Human activity,Activités humaines,3648.7,a,3648.7,a
1997,1997,MB,Manitoba,Manitoba,Lightning,Foudre,38150.4,a,38150.4,a
1998,1998,MB,Manitoba,Manitoba,Human activity,Activités humaines,4837.80000000001,a,4837.80000000001,a
1998,1998,MB,Manitoba,Manitoba,Lightning,Foudre,445734.299999999,a,445734.299999999,a
1999,1999,MB,Manitoba,Manitoba,Human activity,Activités humaines,53387.8,a,53387.8,a
1999,1999,MB,Manitoba,Manitoba,Lightning,Foudre,57065.6999999999,a,57065.6999999999,a
2000,2000,MB,Manitoba,Manitoba,Unspecified,Indéterminée,111699.272,a,111699.272,a
2001,2001,MB,Manitoba,Manitoba,Unspecified,Indéterminée,80521.8290000005,a,80521.8290000005,a
2002,2002,MB,Manitoba,Manitoba,Unspecified,Indéterminée,95404.7900000003,a,95404.7900000003,a
2003,2003,MB,Manitoba,Manitoba,Unspecified,Indéterminée,938176.427000005,a,938176.427000005,a
2004,2004,MB,Manitoba,Manitoba,Human activity,Activités humaines,362,a,362,a
2004,2004,MB,Manitoba,Manitoba,Lightning,Foudre,18074.1,a,18074.1,a
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indéterminée,8384.3,a,8384.3,a
2005,2005,MB,Manitoba,Manitoba,Human activity,Activités humaines,3585.2,a,3585.2,a
2005,2005,MB,Manitoba,Manitoba,Lightning,Foudre,69095.4000000001,a,69095.4000000001,a
2006,2006,MB,Manitoba,Manitoba,Human activity,Activités humaines,6613.30000000003,a,6613.30000000003,a
2006,2006,MB,Manitoba,Manitoba,Lightning,Foudre,159437.000000001,a,159437.000000001,a
2007,2007,MB,Manitoba,Manitoba,Human activity,Activités humaines,4912.9,a,4912.9,a
2007,2007,MB,Manitoba,Manitoba,Lightning,Foudre,331367.899999999,a,331367.899999999,a
2008,2008,MB,Manitoba,Manitoba,Human activity,Activités humaines,73198.2000000001,a,73198.2000000001,a
2008,2008,MB,Manitoba,Manitoba,Lightning,Foudre,77474.4000000001,a,77474.4000000001,a
2009,2009,MB,Manitoba,Manitoba,Human activity,Activités humaines,2230.2,a,2230.2,a
2009,2009,MB,Manitoba,Manitoba,Lightning,Foudre,641.8,a,641.8,a
2010,2010,MB,Manitoba,Manitoba,Human activity,Activités humaines,22395.4,a,22395.4,a
2010,2010,MB,Manitoba,Manitoba,Lightning,Foudre,165098.7,a,165098.7,a
2011,2011,MB,Manitoba,Manitoba,Human activity,Activités humaines,26229.1,a,26229.1,a
2011,2011,MB,Manitoba,Manitoba,Lightning,Foudre,100615.2,a,100615.2,a
2012,2012,MB,Manitoba,Manitoba,Human activity,Activités humaines,21026.9,a,21026.9,a
2012,2012,MB,Manitoba,Manitoba,Lightning,Foudre,195861.4,a,195861.4,a
2013,2013,MB,Manitoba,Manitoba,Human activity,Activités humaines,895.6,a,895.6,a
2013,2013,MB,Manitoba,Manitoba,Lightning,Foudre,1114519.2,a,1114519.2,a
2014,2014,MB,Manitoba,Manitoba,Human activity,Activités humaines,1171.5,a,1171.5,a
2014,2014,MB,Manitoba,Manitoba,Lightning,Foudre,37936.4,a,37936.4,a
2015,2015,MB,Manitoba,Manitoba,Human activity,Activités humaines,6778.6,a,6778.6,a
2015,2015,MB,Manitoba,Manitoba,Lightning,Foudre,61352.9999999999,a,61352.9999999999,a
2016,2016,MB,Manitoba,Manitoba,Human activity,Activités humaines,6700.6,a,6700.6,a
2016,2016,MB,Manitoba,Manitoba,Lightning,Foudre,31706.9,a,31706.9,a
2017,2017,MB,Manitoba,Manitoba,Human activity,Activités humaines,1365.9,a,1365.9,a
2017,2017,MB,Manitoba,Manitoba,Lightning,Foudre,221813.600000001,a,221813.600000001,a
2018,2018,MB,Manitoba,Manitoba,Human activity,Activités humaines,78900.9000000001,a,78900.9000000001,a
2018,2018,MB,Manitoba,Manitoba,Lightning,Foudre,155320.800000001,a,155320.800000001,a
2019,2019,MB,Manitoba,Manitoba,Human activity,Activités humaines,7936.2,a,7936.2,a
2019,2019,MB,Manitoba,Manitoba,Lightning,Foudre,63317.9,a,63317.9,a
2019,2019,MB,Manitoba,Manitoba,Unspecified,Indéterminée,33.1,a,33.1,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,6188.10000000003,a,6188.10000000003,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,6.9,a,6.9,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,23.4,a,23.4,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,3417.29999999999,a,3417.29999999999,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,56.7000000000001,a,56.7000000000001,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,85,a,85,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,5330.9,a,5330.9,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,32.2,a,32.2,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,35.8,a,35.8,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,417.000000000001,a,417.000000000001,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,323.2,a,323.2,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,38.1,a,38.1,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,752.000000000003,a,752.000000000003,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,2.9,a,2.9,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,98.4,a,98.4,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,408.500000000001,a,408.500000000001,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,45.9,a,45.9,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,115.1,a,115.1,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,1027.5,a,1027.5,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,908.1,a,908.1,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,81.2,a,81.2,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,219.8,a,219.8,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,17.1,a,17.1,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,27,a,27,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,274.9,a,274.9,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,4.1,a,4.1,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,133.4,a,133.4,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,831.000000000002,a,831.000000000002,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,545.700000000002,a,545.700000000002,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,76.1,a,76.1,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,370,a,370,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,70.7999999999999,a,70.7999999999999,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,50.3,a,50.3,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,473.300000000001,a,473.300000000001,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,25.3,a,25.3,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,263.9,a,263.9,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,255.5,a,255.5,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,33,a,33,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,37,a,37,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,213.7,a,213.7,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,4.3,a,4.3,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,20.2,a,20.2,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,385.8,a,385.8,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,4.6,a,4.6,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,68.4,a,68.4,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,455.4,a,455.4,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,9.9,a,9.9,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,33,a,33,a
